"pdb","varea","variable","value"
"1AJ0_A","vareaN","hbe",0.476407095795626
"1AJ0_A","vareaN","hpshh",0.309320688819917
"1AJ0_A","vareaN","r4s_JC",0.421222984450899
"1AJ0_A","vareaN","rsa",0.755364711731025
"1AJ0_A","vareaN","seqent",0.394540711286193
"1AJ0_A","vareaO","ddgent",0.648689352819377
"1AJ0_A","vareaO","hbe",0.444368007234662
"1AJ0_A","vareaO","hpshh",0.340279873944208
"1AJ0_A","vareaO","r4s_JC",0.448199702392406
"1AJ0_A","vareaO","rsa",0.812986148529206
"1AJ0_A","vareaO","seqent",0.422396091097776
"1AJ0_A","vareaSC","ddgent",0.741612556356638
"1AJ0_A","vareaSC","hbe",0.361250865864382
"1AJ0_A","vareaSC","hpshh",0.451095453896147
"1AJ0_A","vareaSC","r4s_JC",0.549526181889131
"1AJ0_A","vareaSC","rsa",0.92817304986197
"1AJ0_A","vareaSC","seqent",0.502890800079231
"1AK0_A","vareaAA","ddgent",0.742532071558544
"1AK0_A","vareaAA","hbe",0.445519090853405
"1AK0_A","vareaAA","hpshh",0.369482357406478
"1AK0_A","vareaAA","r4s_JC",0.679755510724175
"1AK0_A","vareaAA","rsa",0.9383699058121
"1AK0_A","vareaAA","seqent",0.567985274798851
"1AK0_A","vareaC","ddgent",0.596332070254159
"1AK0_A","vareaC","hbe",0.527521870743251
"1AK0_A","vareaC","hpshh",0.266122268478137
"1AK0_A","vareaC","r4s_JC",0.621652861023008
"1AK0_A","vareaC","rsa",0.839797673117398
"1AK0_A","vareaC","seqent",0.501913614175018
"1AK0_A","vareaCA","ddgent",0.681577522843037
"1AK0_A","vareaCA","hbe",0.434382516214416
"1AK0_A","vareaCA","hpshh",0.304009686576684
"1AK0_A","vareaCA","r4s_JC",0.653607606340067
"1AK0_A","vareaCA","rsa",0.858097136265485
"1AK0_A","vareaCA","seqent",0.524976117527695
"1AK0_A","vareaCB","ddgent",0.736270372858363
"1AK0_A","vareaCB","hbe",0.440639561254839
"1AK0_A","vareaCB","hpshh",0.347529517499826
"1AK0_A","vareaCB","r4s_JC",0.687044144502599
"1AK0_A","vareaCB","rsa",0.904355228662905
"1AK0_A","vareaCB","seqent",0.569012477909026
"1AK0_A","vareaN","ddgent",0.591359755819186
"1AK0_A","vareaN","hbe",0.455991861579493
"1AK0_A","vareaN","hpshh",0.240555855617952
"1AK0_A","vareaN","r4s_JC",0.576698187936413
"1AK0_A","vareaN","rsa",0.753628595000066
"1AK0_A","vareaN","seqent",0.45449237497349
"1AK0_A","vareaO","ddgent",0.559560161482824
"1AK0_A","vareaO","hbe",0.538817301650339
"1AK0_A","vareaO","hpshh",0.259694941541693
"1AK0_A","vareaO","r4s_JC",0.579994068281746
"1AK0_A","vareaO","rsa",0.803769757756495
"1AK0_A","vareaO","seqent",0.480203105773067
"1AK0_A","vareaSC","ddgent",0.760111916206327
"1AK0_A","vareaSC","hbe",0.392122182189965
"1AK0_A","vareaSC","hpshh",0.393244763209868
"1AK0_A","vareaSC","r4s_JC",0.700315060356331
"1AK0_A","vareaSC","rsa",0.934491082101924
"1AK0_A","vareaSC","seqent",0.585769584646354
"1AKO_A","vareaAA","ddgent",0.818886229642897
"1AKO_A","vareaAA","hbe",0.402413524280574
"1AKO_A","vareaAA","hpshh",0.434812307859221
"1AKO_A","vareaAA","r4s_JC",0.532486498139496
"1AKO_A","vareaAA","rsa",0.938042582959698
"1AKO_A","vareaAA","seqent",0.461117083130041
"1AKO_A","vareaC","ddgent",0.6675172236225
"1AKO_A","vareaC","hbe",0.483265308880059
"1AKO_A","vareaC","hpshh",0.339785424258955
"1AKO_A","vareaC","r4s_JC",0.478218056682057
"1AKO_A","vareaC","rsa",0.808049669750673
"1AKO_A","vareaC","seqent",0.403882069054335
"1AKO_A","vareaCA","ddgent",0.77584509680826
"1AKO_A","vareaCA","hbe",0.418307523467304
"1AKO_A","vareaCA","hpshh",0.379005163341796
"1AKO_A","vareaCA","r4s_JC",0.544997106231806
"1AKO_A","vareaCA","rsa",0.865915471547879
"1AKO_A","vareaCA","seqent",0.47462618146187
"1AKO_A","vareaCB","ddgent",0.809016194662625
"1AKO_A","vareaCB","hbe",0.387252820884017
"1AKO_A","vareaCB","hpshh",0.421179131948907
"1AKO_A","vareaCB","r4s_JC",0.526899935479854
"1AKO_A","vareaCB","rsa",0.904789933034324
"1AKO_A","vareaCB","seqent",0.451277091822976
"1AKO_A","vareaN","ddgent",0.700443939610248
"1AKO_A","vareaN","hbe",0.477444149994725
"1AKO_A","vareaN","hpshh",0.330494591005616
"1AKO_A","vareaN","r4s_JC",0.525415921960132
"1AKO_A","vareaN","rsa",0.794629226716925
"1AKO_A","vareaN","seqent",0.453929150316572
"1AKO_A","vareaO","ddgent",0.570915316072409
"1AKO_A","vareaO","hbe",0.485226376278096
"1AKO_A","vareaO","hpshh",0.304657574125008
"1AKO_A","vareaO","r4s_JC",0.399732447541545
"1AKO_A","vareaO","rsa",0.728158286198976
"1AKO_A","vareaO","seqent",0.311686089666446
"1AKO_A","vareaSC","ddgent",0.816591409104596
"1AKO_A","vareaSC","hbe",0.345140691219841
"1AKO_A","vareaSC","hpshh",0.460429475100815
"1AKO_A","vareaSC","r4s_JC",0.51834035750003
"1AKO_A","vareaSC","rsa",0.932878999955139
"1AKO_A","vareaSC","seqent",0.455352457043972
"1AMY_A","vareaAA","ddgent",0.742367627748294
"1AMY_A","vareaAA","hbe",0.328954261600759
"1AMY_A","vareaAA","hpshh",0.420693323219697
"1AMY_A","vareaAA","r4s_JC",0.482601589989572
"1AMY_A","vareaAA","rsa",0.907581881990834
"1AMY_A","vareaAA","seqent",0.410703329899938
"1AMY_A","vareaC","ddgent",0.609274280637204
"1AMY_A","vareaC","hbe",0.414115497320126
"1AMY_A","vareaC","hpshh",0.30751694119135
"1AMY_A","vareaC","r4s_JC",0.453576042585849
"1AMY_A","vareaC","rsa",0.798789942606147
"1AMY_A","vareaC","seqent",0.375120660728072
"1AMY_A","vareaCA","ddgent",0.692621578738741
"1AMY_A","vareaCA","hbe",0.351836810016234
"1AMY_A","vareaCA","hpshh",0.350502669486565
"1AMY_A","vareaCA","r4s_JC",0.452080569319019
"1AMY_A","vareaCA","rsa",0.839383896416474
"1AMY_A","vareaCA","seqent",0.381983311591768
"1AMY_A","vareaCB","ddgent",0.737528823534994
"1AMY_A","vareaCB","hbe",0.325950434307283
"1AMY_A","vareaCB","hpshh",0.391443628992511
"1AMY_A","vareaCB","r4s_JC",0.46878995832604
"1AMY_A","vareaCB","rsa",0.885941413834111
"1AMY_A","vareaCB","seqent",0.402504268675474
"1AMY_A","vareaN","ddgent",0.585065633114874
"1AMY_A","vareaN","hbe",0.440454004317558
"1AMY_A","vareaN","hpshh",0.288543136312394
"1AMY_A","vareaN","r4s_JC",0.390092748169706
"1AMY_A","vareaN","rsa",0.754003991030079
"1AMY_A","vareaN","seqent",0.327102471383107
"1AMY_A","vareaO","ddgent",0.53558632408554
"1AMY_A","vareaO","hbe",0.452161720447736
"1AMY_A","vareaO","hpshh",0.262915892021643
"1AMY_A","vareaO","r4s_JC",0.399742946949619
"1AMY_A","vareaO","rsa",0.718933727538619
"1AMY_A","vareaO","seqent",0.328441910453865
"1AMY_A","vareaSC","ddgent",0.768325228878578
"1AMY_A","vareaSC","hbe",0.262905493029283
"1AMY_A","vareaSC","hpshh",0.440993716701256
"1AMY_A","vareaSC","r4s_JC",0.492068184204361
"1AMY_A","vareaSC","rsa",0.917370418810517
"1AMY_A","vareaSC","seqent",0.422123388188084
"1AQ2_A","vareaAA","ddgent",0.767738357312441
"1AQ2_A","vareaAA","hbe",0.456921623117088
"1AQ2_A","vareaAA","hpshh",0.418460691300031
"1AQ2_A","vareaAA","r4s_JC",0.637653829671661
"1AQ2_A","vareaAA","rsa",0.920339742118087
"1AQ2_A","vareaAA","seqent",0.534378467260751
"1AQ2_A","vareaC","ddgent",0.622889672714754
"1AQ2_A","vareaC","hbe",0.519214658809673
"1AQ2_A","vareaC","hpshh",0.32324415114391
"1AQ2_A","vareaC","r4s_JC",0.592971205050259
"1AQ2_A","vareaC","rsa",0.820288006490154
"1AQ2_A","vareaC","seqent",0.48648257456899
"1AQ2_A","vareaCA","ddgent",0.72328575883922
"1AQ2_A","vareaCA","hbe",0.471618589636054
"1AQ2_A","vareaCA","hpshh",0.383669360026422
"1AQ2_A","vareaCA","r4s_JC",0.614477980226503
"1AQ2_A","vareaCA","rsa",0.866440812320007
"1AQ2_A","vareaCA","seqent",0.514961080267524
"1AQ2_A","vareaCB","ddgent",0.753367801741572
"1AQ2_A","vareaCB","hbe",0.445667127599097
"1AQ2_A","vareaCB","hpshh",0.415308299360301
"1AQ2_A","vareaCB","r4s_JC",0.640487835825785
"1AQ2_A","vareaCB","rsa",0.900206890630015
"1AQ2_A","vareaCB","seqent",0.535590419157858
"1AQ2_A","vareaN","ddgent",0.632965788958853
"1AQ2_A","vareaN","hbe",0.497769312390472
"1AQ2_A","vareaN","hpshh",0.328438065616478
"1AQ2_A","vareaN","r4s_JC",0.574326293970237
"1AQ2_A","vareaN","rsa",0.787320335308132
"1AQ2_A","vareaN","seqent",0.478786022142433
"1AQ2_A","vareaO","ddgent",0.54136695615375
"1AQ2_A","vareaO","hbe",0.544712591490315
"1AQ2_A","vareaO","hpshh",0.307887414314778
"1AQ2_A","vareaO","r4s_JC",0.532702806906557
"1AQ2_A","vareaO","rsa",0.760181957921331
"1AQ2_A","vareaO","seqent",0.432936630159565
"1AQ2_A","vareaSC","ddgent",0.775270338879368
"1AQ2_A","vareaSC","hbe",0.396526541924624
"1AQ2_A","vareaSC","hpshh",0.431941955481903
"1AQ2_A","vareaSC","r4s_JC",0.663221320448832
"1AQ2_A","vareaSC","rsa",0.917697862191072
"1AQ2_A","vareaSC","seqent",0.562527205495331
"1AQL_A","vareaAA","ddgent",0.788925919275564
"1AQL_A","vareaAA","hbe",0.438551652941395
"1AQL_A","vareaAA","hpshh",0.338011534343735
"1AQL_A","vareaAA","r4s_JC",0.538392236018015
"1AQL_A","vareaAA","rsa",0.925042823051694
"1AQL_A","vareaAA","seqent",0.4766141980347
"1AQL_A","vareaC","ddgent",0.668137813608974
"1AQL_A","vareaC","hbe",0.522410807255668
"1AQL_A","vareaC","hpshh",0.273512853563989
"1AQL_A","vareaC","r4s_JC",0.489645001929157
"1AQL_A","vareaC","rsa",0.811397597946221
"1AQL_A","vareaC","seqent",0.416272677793173
"1AQL_A","vareaCA","ddgent",0.729240262866598
"1AQL_A","vareaCA","hbe",0.465148077059526
"1AQL_A","vareaCA","hpshh",0.287873962820552
"1AQL_A","vareaCA","r4s_JC",0.503887045701971
"1AQL_A","vareaCA","rsa",0.866392244561246
"1AQL_A","vareaCA","seqent",0.435132740280401
"1AQL_A","vareaCB","ddgent",0.788732029551015
"1AQL_A","vareaCB","hbe",0.433054684355018
"1AQL_A","vareaCB","hpshh",0.324272243594457
"1AQL_A","vareaCB","r4s_JC",0.541076412866922
"1AQL_A","vareaCB","rsa",0.902096463462554
"1AQL_A","vareaCB","seqent",0.471964664861412
"1AQL_A","vareaN","ddgent",0.640400420742163
"1AQL_A","vareaN","hbe",0.523034039775785
"1AQL_A","vareaN","hpshh",0.243712150856629
"1AQL_A","vareaN","r4s_JC",0.46277986706963
"1AQL_A","vareaN","rsa",0.794004185448062
"1AQL_A","vareaN","seqent",0.405562786447009
"1AQL_A","vareaO","ddgent",0.587268804822818
"1AQL_A","vareaO","hbe",0.534321920990099
"1AQL_A","vareaO","hpshh",0.239696116398169
"1AQL_A","vareaO","r4s_JC",0.449943707953574
"1AQL_A","vareaO","rsa",0.733118246538901
"1AQL_A","vareaO","seqent",0.370791068051614
"1AQL_A","vareaSC","ddgent",0.808378308954885
"1AQL_A","vareaSC","hbe",0.373864639538265
"1AQL_A","vareaSC","hpshh",0.371313884596356
"1AQL_A","vareaSC","r4s_JC",0.539509051217811
"1AQL_A","vareaSC","rsa",0.926838884142331
"1AQL_A","vareaSC","seqent",0.477968290587345
"1AST_A","vareaAA","ddgent",0.736188404710118
"1AST_A","vareaAA","hbe",0.382243775824314
"1AST_A","vareaAA","hpshh",0.266491417144573
"1AST_A","vareaAA","r4s_JC",0.640627818956235
"1AST_A","vareaAA","rsa",0.945856753547774
"1AST_A","vareaAA","seqent",0.589897322188456
"1AST_A","vareaC","ddgent",0.548409210230256
"1AST_A","vareaC","hbe",0.474941989650358
"1AST_A","vareaC","hpshh",0.10826775148183
"1AST_A","vareaC","r4s_JC",0.550117513826375
"1AST_A","vareaC","rsa",0.808129891234887
"1AST_A","vareaC","seqent",0.47964714591015
"1AST_A","vareaCA","ddgent",0.672333308332708
"1AST_A","vareaCA","hbe",0.392393779343734
"1AST_A","vareaCA","hpshh",0.191780385521078
"1AST_A","vareaCA","r4s_JC",0.609861680664142
"1AST_A","vareaCA","rsa",0.859822609195476
"1AST_A","vareaCA","seqent",0.561363085463811
"1AST_A","vareaCB","ddgent",0.740575542104433
"1AST_A","vareaCB","hbe",0.347647316477361
"1AST_A","vareaCB","hpshh",0.202467369957416
"1AST_A","vareaCB","r4s_JC",0.624577068038702
"1AST_A","vareaCB","rsa",0.900379122483419
"1AST_A","vareaCB","seqent",0.579924095254471
"1AST_A","vareaN","ddgent",0.594656866421661
"1AST_A","vareaN","hbe",0.493039290625704
"1AST_A","vareaN","hpshh",0.203476272874331
"1AST_A","vareaN","r4s_JC",0.583940089709347
"1AST_A","vareaN","rsa",0.787775217162412
"1AST_A","vareaN","seqent",0.541643462465424
"1AST_A","vareaO","ddgent",0.457019425485637
"1AST_A","vareaO","hbe",0.533321952978298
"1AST_A","vareaO","hpshh",0.0329043596075553
"1AST_A","vareaO","r4s_JC",0.469749331175992
"1AST_A","vareaO","rsa",0.700718421067641
"1AST_A","vareaO","seqent",0.412409464419623
"1AST_A","vareaSC","ddgent",0.773542338558464
"1AST_A","vareaSC","hbe",0.308823741496756
"1AST_A","vareaSC","hpshh",0.324362084552393
"1AST_A","vareaSC","r4s_JC",0.644493556218417
"1AST_A","vareaSC","rsa",0.94319575664959
"1AST_A","vareaSC","seqent",0.596871307759146
"1B04_A","vareaAA","ddgent",0.790983290417241
"1B04_A","vareaAA","hbe",0.356639818220264
"1B04_A","vareaAA","hpshh",0.463278150775729
"1B04_A","vareaAA","r4s_JC",0.510965122023289
"1B04_A","vareaAA","rsa",0.944519167189438
"1B04_A","vareaAA","seqent",0.450608763981055
"1B04_A","vareaC","ddgent",0.691733625505149
"1B04_A","vareaC","hbe",0.409567359788817
"1B04_A","vareaC","hpshh",0.290408229813972
"1B04_A","vareaC","r4s_JC",0.472236681228601
"1B04_A","vareaC","rsa",0.833832839417117
"1B04_A","vareaC","seqent",0.417850965310144
"1B04_A","vareaCA","ddgent",0.751990840091317
"1B04_A","vareaCA","hbe",0.348287343849106
"1B04_A","vareaCA","hpshh",0.351873656301306
"1B04_A","vareaCA","r4s_JC",0.519731745689269
"1B04_A","vareaCA","rsa",0.866752085803448
"1B04_A","vareaCA","seqent",0.453845084876151
"1B04_A","vareaCB","ddgent",0.803173541801147
"1B04_A","vareaCB","hbe",0.352877135681704
"1B04_A","vareaCB","hpshh",0.417568505390242
"1B04_A","vareaCB","r4s_JC",0.505288107962218
"1B04_A","vareaCB","rsa",0.909441268486496
"1B04_A","vareaCB","seqent",0.440732533947678
"1B04_A","vareaN","ddgent",0.623414223377933
"1B04_A","vareaN","hbe",0.428046527259338
"1B04_A","vareaN","hpshh",0.255313584032811
"1B04_A","vareaN","r4s_JC",0.432197149648407
"1B04_A","vareaN","rsa",0.748651458982999
"1B04_A","vareaN","seqent",0.370676572304554
"1B04_A","vareaO","ddgent",0.620458740633399
"1B04_A","vareaO","hbe",0.426547675897169
"1B04_A","vareaO","hpshh",0.267423800997271
"1B04_A","vareaO","r4s_JC",0.415517526935158
"1B04_A","vareaO","rsa",0.768717321930413
"1B04_A","vareaO","seqent",0.369920204425408
"1B04_A","vareaSC","ddgent",0.802755021787008
"1B04_A","vareaSC","hbe",0.295420032596899
"1B04_A","vareaSC","hpshh",0.494100972096224
"1B04_A","vareaSC","r4s_JC",0.493571331337771
"1B04_A","vareaSC","rsa",0.940847685561727
"1B04_A","vareaSC","seqent",0.433459830263623
"1B2R_A","vareaAA","ddgent",0.735433357951518
"1B2R_A","vareaAA","hbe",0.476169929326797
"1B2R_A","vareaAA","hpshh",0.481705150769239
"1B2R_A","vareaAA","r4s_JC",0.578647871729157
"1B2R_A","vareaAA","rsa",0.925233519571407
"1B2R_A","vareaAA","seqent",0.435715174684063
"1B2R_A","vareaC","ddgent",0.635067197718366
"1B2R_A","vareaC","hbe",0.510458881599457
"1B2R_A","vareaC","hpshh",0.423803997062785
"1B2R_A","vareaC","r4s_JC",0.532100520046355
"1B2R_A","vareaC","rsa",0.835627350617864
"1B2R_A","vareaC","seqent",0.385945169248629
"1B2R_A","vareaCA","ddgent",0.683902044555798
"1B2R_A","vareaCA","hbe",0.471658795832031
"1B2R_A","vareaCA","hpshh",0.428384037134108
"1B2R_A","vareaCA","r4s_JC",0.549598187008153
"1B2R_A","vareaCA","rsa",0.86550676704518
"1B2R_A","vareaCA","seqent",0.386249425204717
"1B2R_A","vareaCB","ddgent",0.740574663213888
"1B2R_A","vareaCB","hbe",0.475888231868063
"1B2R_A","vareaCB","hpshh",0.452087253657763
"1B2R_A","vareaCB","r4s_JC",0.567500714885156
"1B2R_A","vareaCB","rsa",0.907514199423184
"1B2R_A","vareaCB","seqent",0.415686228688459
"1B2R_A","vareaN","ddgent",0.585262277150897
"1B2R_A","vareaN","hbe",0.515568533320857
"1B2R_A","vareaN","hpshh",0.372195156999454
"1B2R_A","vareaN","r4s_JC",0.506686015362142
"1B2R_A","vareaN","rsa",0.787366066709896
"1B2R_A","vareaN","seqent",0.331845444516097
"1B2R_A","vareaO","ddgent",0.536526218366412
"1B2R_A","vareaO","hbe",0.546987969131088
"1B2R_A","vareaO","hpshh",0.359465374282849
"1B2R_A","vareaO","r4s_JC",0.448138609445243
"1B2R_A","vareaO","rsa",0.768096814740677
"1B2R_A","vareaO","seqent",0.337977741854774
"1B2R_A","vareaSC","ddgent",0.761459230587386
"1B2R_A","vareaSC","hbe",0.428493327387138
"1B2R_A","vareaSC","hpshh",0.510142841028008
"1B2R_A","vareaSC","r4s_JC",0.59988573549555
"1B2R_A","vareaSC","rsa",0.92648115105168
"1B2R_A","vareaSC","seqent",0.456753369112278
"1BF2_A","vareaAA","ddgent",0.702352058953719
"1BF2_A","vareaAA","hbe",0.41894815536513
"1BF2_A","vareaAA","hpshh",0.124162506465688
"1BF2_A","vareaAA","r4s_JC",0.43398761476949
"1BF2_A","vareaAA","rsa",0.906677034691424
"1BF2_A","vareaAA","seqent",0.333875561757039
"1BF2_A","vareaC","ddgent",0.574768396032704
"1BF2_A","vareaC","hbe",0.442377346360523
"1BF2_A","vareaC","hpshh",0.0725403022995794
"1BF2_A","vareaC","r4s_JC",0.397688042412387
"1BF2_A","vareaC","rsa",0.786741336649466
"1BF2_A","vareaC","seqent",0.284733172456492
"1BF2_A","vareaCA","ddgent",0.645585740000757
"1BF2_A","vareaCA","hbe",0.425151661411707
"1BF2_A","vareaCA","hpshh",0.0793721388722939
"1BF2_A","vareaCA","r4s_JC",0.434429036569484
"1BF2_A","vareaCA","rsa",0.837395703481782
"1BF2_A","vareaCA","seqent",0.325771873226951
"1BF2_A","vareaCB","ddgent",0.701252812200595
"1BF2_A","vareaCB","hbe",0.416214236300721
"1BF2_A","vareaCB","hpshh",0.106531244036009
"1BF2_A","vareaCB","r4s_JC",0.435580456345916
"1BF2_A","vareaCB","rsa",0.872694504543688
"1BF2_A","vareaCB","seqent",0.333020012050292
"1BF2_A","vareaN","ddgent",0.568290133849127
"1BF2_A","vareaN","hbe",0.49311402972788
"1BF2_A","vareaN","hpshh",0.0690179145815799
"1BF2_A","vareaN","r4s_JC",0.387729052021691
"1BF2_A","vareaN","rsa",0.784273976458371
"1BF2_A","vareaN","seqent",0.2708754571791
"1BF2_A","vareaO","ddgent",0.47730011221069
"1BF2_A","vareaO","hbe",0.439950423449632
"1BF2_A","vareaO","hpshh",0.0598897765299945
"1BF2_A","vareaO","r4s_JC",0.312079474537137
"1BF2_A","vareaO","rsa",0.707709899846708
"1BF2_A","vareaO","seqent",0.22163723501088
"1BF2_A","vareaSC","ddgent",0.726550781423611
"1BF2_A","vareaSC","hbe",0.346990390017421
"1BF2_A","vareaSC","hpshh",0.147848225509593
"1BF2_A","vareaSC","r4s_JC",0.447572396163273
"1BF2_A","vareaSC","rsa",0.898281778520994
"1BF2_A","vareaSC","seqent",0.356957273660711
"1BG0_A","vareaAA","ddgent",0.758900179590445
"1BG0_A","vareaAA","hbe",0.29492077650531
"1BG0_A","vareaAA","hpshh",0.492037523725191
"1BG0_A","vareaAA","r4s_JC",0.657330014358203
"1BG0_A","vareaAA","rsa",0.933310648521845
"1BG0_A","vareaAA","seqent",0.58150713920275
"1BG0_A","vareaC","ddgent",0.625744727834605
"1BG0_A","vareaC","hbe",0.373986271808884
"1BG0_A","vareaC","hpshh",0.387036936705481
"1BG0_A","vareaC","r4s_JC",0.609081017339821
"1BG0_A","vareaC","rsa",0.843762412783956
"1BG0_A","vareaC","seqent",0.555933494938603
"1BG0_A","vareaCA","ddgent",0.704477007748875
"1BG0_A","vareaCA","hbe",0.342249500667491
"1BG0_A","vareaCA","hpshh",0.405413696939889
"1BG0_A","vareaCA","r4s_JC",0.639342165043122
"1BG0_A","vareaCA","rsa",0.874901957238958
"1BG0_A","vareaCA","seqent",0.572520730059338
"1BG0_A","vareaCB","ddgent",0.758057399253419
"1BG0_A","vareaCB","hbe",0.309764182921732
"1BG0_A","vareaCB","hpshh",0.470754183046642
"1BG0_A","vareaCB","r4s_JC",0.64057796340629
"1BG0_A","vareaCB","rsa",0.913538153471976
"1BG0_A","vareaCB","seqent",0.567585308648789
"1BG0_A","vareaN","ddgent",0.590466526854451
"1BG0_A","vareaN","hbe",0.384850348033225
"1BG0_A","vareaN","hpshh",0.324996417088125
"1BG0_A","vareaN","r4s_JC",0.553577984084783
"1BG0_A","vareaN","rsa",0.755505459104034
"1BG0_A","vareaN","seqent",0.493280075029953
"1BG0_A","vareaO","ddgent",0.568546507066191
"1BG0_A","vareaO","hbe",0.375498262725028
"1BG0_A","vareaO","hpshh",0.372322390307012
"1BG0_A","vareaO","r4s_JC",0.560621731827828
"1BG0_A","vareaO","rsa",0.789769686834876
"1BG0_A","vareaO","seqent",0.511561420073684
"1BG0_A","vareaSC","ddgent",0.772882636200548
"1BG0_A","vareaSC","hbe",0.251854942750218
"1BG0_A","vareaSC","hpshh",0.522314842162217
"1BG0_A","vareaSC","r4s_JC",0.634386657286795
"1BG0_A","vareaSC","rsa",0.919494518260699
"1BG0_A","vareaSC","seqent",0.557897530956922
"1BH2_A","vareaAA","ddgent",0.751078272153818
"1BH2_A","vareaAA","hbe",0.405319317754925
"1BH2_A","vareaAA","hpshh",0.444795700259083
"1BH2_A","vareaAA","r4s_JC",0.500436246001811
"1BH2_A","vareaAA","rsa",0.91962412644173
"1BH2_A","vareaAA","seqent",0.492752171178108
"1BH2_A","vareaC","ddgent",0.637292436929621
"1BH2_A","vareaC","hbe",0.452235380826415
"1BH2_A","vareaC","hpshh",0.361195101906414
"1BH2_A","vareaC","r4s_JC",0.472298236008179
"1BH2_A","vareaC","rsa",0.831897867189061
"1BH2_A","vareaC","seqent",0.454976956850996
"1BH2_A","vareaCA","ddgent",0.726329267496727
"1BH2_A","vareaCA","hbe",0.413959163409855
"1BH2_A","vareaCA","hpshh",0.42544797548312
"1BH2_A","vareaCA","r4s_JC",0.467025274639717
"1BH2_A","vareaCA","rsa",0.873506296059151
"1BH2_A","vareaCA","seqent",0.453711473540984
"1BH2_A","vareaCB","ddgent",0.764732034876355
"1BH2_A","vareaCB","hbe",0.40926252656899
"1BH2_A","vareaCB","hpshh",0.403148801793678
"1BH2_A","vareaCB","r4s_JC",0.52727079714544
"1BH2_A","vareaCB","rsa",0.903884865479194
"1BH2_A","vareaCB","seqent",0.518651001255538
"1BH2_A","vareaN","ddgent",0.623575325478091
"1BH2_A","vareaN","hbe",0.434692642524527
"1BH2_A","vareaN","hpshh",0.366805624710662
"1BH2_A","vareaN","r4s_JC",0.411120519662161
"1BH2_A","vareaN","rsa",0.767633608327261
"1BH2_A","vareaN","seqent",0.393060421503366
"1BH2_A","vareaO","ddgent",0.609906973351301
"1BH2_A","vareaO","hbe",0.489999904641695
"1BH2_A","vareaO","hpshh",0.331301487002033
"1BH2_A","vareaO","r4s_JC",0.43199947325609
"1BH2_A","vareaO","rsa",0.793348386816613
"1BH2_A","vareaO","seqent",0.41407047761648
"1BH2_A","vareaSC","ddgent",0.770721753185673
"1BH2_A","vareaSC","hbe",0.362136409914085
"1BH2_A","vareaSC","hpshh",0.44719721483708
"1BH2_A","vareaSC","r4s_JC",0.536554342062391
"1BH2_A","vareaSC","rsa",0.927418773270321
"1BH2_A","vareaSC","seqent",0.529963753982435
"1BOL_A","vareaAA","ddgent",0.71906654945431
"1BOL_A","vareaAA","hbe",0.406865543229172
"1BOL_A","vareaAA","hpshh",0.463702998479463
"1BOL_A","vareaAA","r4s_JC",0.586483549550329
"1BOL_A","vareaAA","rsa",0.935380655660708
"1BOL_A","vareaAA","seqent",0.440053900119608
"1BOL_A","vareaC","ddgent",0.583868347782882
