variable,mean,median,sd,min,q1,q3,max
r.rsa.wcnC,-0.73303775,-0.735418054,0.045856294,-0.819090258,-0.77116844,-0.705430142,-0.587728969
r.rsa.wcnCA,-0.78031321,-0.783427558,0.046215617,-0.87154244,-0.817906884,-0.742554146,-0.634734736
r.rsa.wcnCB,-0.837191068,-0.843005626,0.045960028,-0.918099494,-0.874673962,-0.806391204,-0.676130629
r.rsa.wcnN,-0.691944018,-0.693956219,0.048888782,-0.810220421,-0.723868987,-0.661743285,-0.554430972
r.rsa.wcnO,-0.728195054,-0.730229919,0.044375295,-0.817658751,-0.759937669,-0.699953853,-0.594215235
r.rsa.wcnSC,-0.862437166,-0.871235117,0.047394772,-0.946319917,-0.900481494,-0.831153899,-0.699917405
r.seqent.sizeAA,0.068543605,0.068883088,0.097841596,-0.160921321,-0.007263386,0.134025973,0.439863721
r.seqent.sizeSC,0.068543605,0.068883088,0.097841596,-0.160921321,-0.007263386,0.134025973,0.439863721
r.seqent.VAAarea,0.467520347,0.480174105,0.104159602,0.071154707,0.418887825,0.540307405,0.675302237
r.seqent.VAAeccentricity,0.461589931,0.473389727,0.105188452,0.021596125,0.408807736,0.53665624,0.677506511
r.seqent.VAAedge_length_total,0.435411642,0.443513815,0.099660007,0.058042355,0.385924256,0.503734143,0.636449511
r.seqent.VAAfree_volume,0.451347934,0.463338187,0.102147471,0.054180141,0.408491492,0.518952782,0.646065275
r.seqent.VAAmodified_volume,0.458025161,0.466439758,0.104099245,0.072213521,0.409940904,0.533211903,0.668214373
r.seqent.VAAnfaces,-0.083340308,-0.078831952,0.071363553,-0.295222189,-0.131794799,-0.036725671,0.107273929
r.seqent.VAAvolume,0.45763833,0.466976064,0.103865886,0.071322045,0.410702622,0.529498415,0.670258232
r.seqent.VCAarea,0.444027859,0.453631432,0.103954685,0.038643789,0.394004091,0.520861946,0.646902074
r.seqent.VCAeccentricity,0.43889659,0.450064038,0.103984416,0.01991297,0.391229241,0.513039113,0.655916401
r.seqent.VCAedge_length_total,0.417259204,0.425860147,0.100950115,0.026750586,0.365385213,0.485894629,0.627934257
r.seqent.VCAfree_volume,0.41760486,0.424628609,0.100521841,0.02140261,0.361826979,0.485512946,0.62302363
r.seqent.VCAmodified_volume,0.436427333,0.449181112,0.103464712,0.03676821,0.386862792,0.508583972,0.651750864
r.seqent.VCAnfaces,-0.113403249,-0.11557063,0.073866012,-0.303817311,-0.168483847,-0.056802171,0.063450361
r.seqent.VCAvolume,0.435859894,0.445190333,0.103249403,0.035489365,0.384209032,0.509892828,0.651317433
r.seqent.VSCarea,0.485475611,0.500248478,0.108478968,0.070437364,0.43345983,0.560712747,0.709009545
r.seqent.VSCeccentricity,0.457560824,0.466673739,0.104637812,0.059818195,0.405129668,0.52964946,0.666201937
r.seqent.VSCedge_length_total,0.44505351,0.459173108,0.103597705,0.056681728,0.39252657,0.51783855,0.653685699
r.seqent.VSCfree_volume,0.464504695,0.485776204,0.107087845,0.051230898,0.41378378,0.538339519,0.671334944
r.seqent.VSCmodified_volume,0.479697441,0.492460311,0.109007702,0.073736313,0.426128743,0.556477238,0.699782879
r.seqent.VSCnfaces,-0.076489227,-0.073568517,0.069942997,-0.280797567,-0.117263559,-0.02984307,0.076143396
r.seqent.VSCvolume,0.479350129,0.494262565,0.108965605,0.074485152,0.425150567,0.555192409,0.70133813
r.seqent.wcnAA,-0.490379091,-0.500701108,0.123962141,-0.76221628,-0.577260215,-0.438521845,-0.031476221
r.seqent.wcnC,-0.40048446,-0.41411395,0.117970837,-0.668436226,-0.482397999,-0.34219714,-0.027948476
r.seqent.wcnCA,-0.446400556,-0.461854718,0.120874679,-0.722413926,-0.534415218,-0.388429069,-0.018628849
r.seqent.wcnCB,-0.493383797,-0.508040623,0.121899073,-0.768219235,-0.581553191,-0.445012953,-0.023973537
r.seqent.wcnN,-0.38326594,-0.395906734,0.118482084,-0.664592622,-0.470775212,-0.31488227,-0.019166462
r.seqent.wcnO,-0.388500363,-0.400332974,0.113391274,-0.642470161,-0.471760164,-0.332516255,-0.033670984
r.seqent.wcnSC,-0.517647867,-0.534466534,0.124259429,-0.791725325,-0.606449152,-0.474406429,-0.03138298
r.sizeAA.sizeSC,1,1,8.18E-17,1,1,1,1
r.sizeAA.VAAarea,0.177601768,0.186906181,0.103296985,-0.096070504,0.120625879,0.241633504,0.45759904
r.sizeAA.VAAeccentricity,0.057702697,0.066943652,0.107897756,-0.245746701,-0.011168376,0.129243767,0.393036403
r.sizeAA.VAAedge_length_total,0.204217051,0.215797853,0.099053695,-0.067581347,0.148976825,0.271987133,0.462895477
r.sizeAA.VAAfree_volume,-0.024631069,-0.019711436,0.118817769,-0.379934241,-0.096724428,0.061195525,0.32170892
r.sizeAA.VAAmodified_volume,0.202720121,0.214247789,0.101485476,-0.067585286,0.14580834,0.264744494,0.476258762
r.sizeAA.VAAnfaces,0.25083406,0.253329667,0.064470152,0.052356521,0.211100061,0.28502771,0.448659094
r.sizeAA.VAAvolume,0.205007177,0.215228888,0.101203388,-0.060370608,0.148684259,0.268466457,0.477544055
r.sizeAA.VCAarea,0.043165934,0.050564848,0.104219496,-0.253126139,-0.01626741,0.110874317,0.334277775
r.sizeAA.VCAeccentricity,0.053712502,0.062140689,0.10106644,-0.261395511,-0.005146579,0.116591821,0.345642799
r.sizeAA.VCAedge_length_total,0.05064709,0.059214866,0.101790529,-0.237875818,-0.011432998,0.113342385,0.33789414
r.sizeAA.VCAfree_volume,-0.141141141,-0.13639889,0.114717803,-0.485565095,-0.212641926,-0.060956364,0.220014829
r.sizeAA.VCAmodified_volume,0.053070848,0.062779035,0.103427633,-0.23670443,-0.009388387,0.119918281,0.349956815
r.sizeAA.VCAnfaces,0.064474633,0.065540722,0.068333525,-0.160862914,0.02526106,0.113482297,0.22317967
r.sizeAA.VCAvolume,0.053549444,0.063984935,0.103502623,-0.239420401,-0.00848542,0.118693863,0.351633405
r.sizeAA.VSCarea,0.140143048,0.142252908,0.105266667,-0.143789453,0.079088766,0.205326642,0.459016622
r.sizeAA.VSCeccentricity,0.058944273,0.054587318,0.109330841,-0.259214836,-0.007105387,0.134088795,0.379988523
r.sizeAA.VSCedge_length_total,0.159331869,0.160366834,0.101425322,-0.138371938,0.103590466,0.227874949,0.503689945
r.sizeAA.VSCfree_volume,-0.071404323,-0.075476206,0.124385204,-0.426877561,-0.150753801,0.025783132,0.319057569
r.sizeAA.VSCmodified_volume,0.146727396,0.146671785,0.104807894,-0.146366092,0.087060848,0.214429354,0.474885044
r.sizeAA.VSCnfaces,0.150450528,0.153410169,0.066517663,-0.038847122,0.105782166,0.197703365,0.326840213
r.sizeAA.VSCvolume,0.148424875,0.150569878,0.104808476,-0.142100046,0.087894627,0.213292239,0.475419074
r.sizeAA.wcnAA,-0.124584351,-0.123160148,0.110458433,-0.411991338,-0.204114017,-0.061153019,0.161345704
r.sizeAA.wcnC,-0.004154873,-0.000453774,0.101561126,-0.256014167,-0.073119744,0.053430924,0.2823835
r.sizeAA.wcnCA,-0.016715371,-0.013131339,0.108861956,-0.317538333,-0.087961392,0.037260847,0.26099658
r.sizeAA.wcnCB,-0.041709683,-0.045192382,0.111500793,-0.36040974,-0.11750962,0.015070709,0.230808643
r.sizeAA.wcnN,0.003005602,0.002576639,0.098213842,-0.209512237,-0.052877536,0.063297039,0.269882609
r.sizeAA.wcnO,-0.006637507,-0.008558512,0.099742079,-0.226179821,-0.079091066,0.04907301,0.273155579
r.sizeAA.wcnSC,-0.087872422,-0.093929563,0.11241617,-0.391566602,-0.165662617,-0.020865993,0.199143496
r.sizeSC.VAAarea,0.177601768,0.186906181,0.103296985,-0.096070504,0.120625879,0.241633504,0.45759904
r.sizeSC.VAAeccentricity,0.057702697,0.066943652,0.107897756,-0.245746701,-0.011168376,0.129243767,0.393036403
r.sizeSC.VAAedge_length_total,0.204217051,0.215797853,0.099053695,-0.067581347,0.148976825,0.271987133,0.462895477
r.sizeSC.VAAfree_volume,-0.024631069,-0.019711436,0.118817769,-0.379934241,-0.096724428,0.061195525,0.32170892
r.sizeSC.VAAmodified_volume,0.202720121,0.214247789,0.101485476,-0.067585286,0.14580834,0.264744494,0.476258762
r.sizeSC.VAAnfaces,0.25083406,0.253329667,0.064470152,0.052356521,0.211100061,0.28502771,0.448659094
r.sizeSC.VAAvolume,0.205007177,0.215228888,0.101203388,-0.060370608,0.148684259,0.268466457,0.477544055
r.sizeSC.VCAarea,0.043165934,0.050564848,0.104219496,-0.253126139,-0.01626741,0.110874317,0.334277775
r.sizeSC.VCAeccentricity,0.053712502,0.062140689,0.10106644,-0.261395511,-0.005146579,0.116591821,0.345642799
r.sizeSC.VCAedge_length_total,0.05064709,0.059214866,0.101790529,-0.237875818,-0.011432998,0.113342385,0.33789414
r.sizeSC.VCAfree_volume,-0.141141141,-0.13639889,0.114717803,-0.485565095,-0.212641926,-0.060956364,0.220014829
r.sizeSC.VCAmodified_volume,0.053070848,0.062779035,0.103427633,-0.23670443,-0.009388387,0.119918281,0.349956815
r.sizeSC.VCAnfaces,0.064474633,0.065540722,0.068333525,-0.160862914,0.02526106,0.113482297,0.22317967
r.sizeSC.VCAvolume,0.053549444,0.063984935,0.103502623,-0.239420401,-0.00848542,0.118693863,0.351633405
r.sizeSC.VSCarea,0.140143048,0.142252908,0.105266667,-0.143789453,0.079088766,0.205326642,0.459016622
r.sizeSC.VSCeccentricity,0.058944273,0.054587318,0.109330841,-0.259214836,-0.007105387,0.134088795,0.379988523
r.sizeSC.VSCedge_length_total,0.159331869,0.160366834,0.101425322,-0.138371938,0.103590466,0.227874949,0.503689945
r.sizeSC.VSCfree_volume,-0.071404323,-0.075476206,0.124385204,-0.426877561,-0.150753801,0.025783132,0.319057569
r.sizeSC.VSCmodified_volume,0.146727396,0.146671785,0.104807894,-0.146366092,0.087060848,0.214429354,0.474885044
r.sizeSC.VSCnfaces,0.150450528,0.153410169,0.066517663,-0.038847122,0.105782166,0.197703365,0.326840213
r.sizeSC.VSCvolume,0.148424875,0.150569878,0.104808476,-0.142100046,0.087894627,0.213292239,0.475419074
r.sizeSC.wcnAA,-0.124584351,-0.123160148,0.110458433,-0.411991338,-0.204114017,-0.061153019,0.161345704
r.sizeSC.wcnC,-0.004154873,-0.000453774,0.101561126,-0.256014167,-0.073119744,0.053430924,0.2823835
r.sizeSC.wcnCA,-0.016715371,-0.013131339,0.108861956,-0.317538333,-0.087961392,0.037260847,0.26099658
r.sizeSC.wcnCB,-0.041709683,-0.045192382,0.111500793,-0.36040974,-0.11750962,0.015070709,0.230808643
r.sizeSC.wcnN,0.003005602,0.002576639,0.098213842,-0.209512237,-0.052877536,0.063297039,0.269882609
r.sizeSC.wcnO,-0.006637507,-0.008558512,0.099742079,-0.226179821,-0.079091066,0.04907301,0.273155579
r.sizeSC.wcnSC,-0.087872422,-0.093929563,0.11241617,-0.391566602,-0.165662617,-0.020865993,0.199143496
r.VAAarea.VAAeccentricity,0.935113448,0.93799108,0.018890286,0.862567247,0.923063373,0.949032967,0.969956335
r.VAAarea.VAAedge_length_total,0.967769978,0.967760123,0.008174724,0.943417479,0.962585841,0.972941945,0.986802594
r.VAAarea.VAAfree_volume,0.941040753,0.940694067,0.021973905,0.874973491,0.92638035,0.956968326,0.988796223
r.VAAarea.VAAmodified_volume,0.992063569,0.992376443,0.001763553,0.984987289,0.991100092,0.993240615,0.996288586
r.VAAarea.VAAnfaces,0.069875448,0.075221193,0.068162012,-0.112671959,0.030182243,0.114056614,0.253577699
r.VAAarea.VAAvolume,0.993151218,0.993376215,0.001927295,0.985836464,0.991905523,0.994395926,0.997403092
r.VAAarea.VCAarea,0.932057338,0.932418568,0.010840341,0.903822853,0.925990468,0.940307117,0.955791736
r.VAAarea.VCAeccentricity,0.90258558,0.903818664,0.013677333,0.851666252,0.893450001,0.913001549,0.933432715
r.VAAarea.VCAedge_length_total,0.901190621,0.903241522,0.016176552,0.85550085,0.890536335,0.911850622,0.94631635
r.VAAarea.VCAfree_volume,0.860769287,0.865958128,0.030444294,0.776292268,0.841296914,0.879948735,0.92859166
r.VAAarea.VCAmodified_volume,0.923314984,0.923522653,0.012344969,0.889976529,0.915900081,0.931765892,0.954722952
r.VAAarea.VCAnfaces,-0.02775574,-0.02184308,0.071547478,-0.204264065,-0.075287814,0.021557873,0.139081925
r.VAAarea.VCAvolume,0.924687044,0.925084541,0.012266146,0.891138856,0.917518553,0.933547305,0.954472176
r.VAAarea.VSCarea,0.952807694,0.953170867,0.012057147,0.918788669,0.945748568,0.961879623,0.977265953
r.VAAarea.VSCeccentricity,0.900910008,0.902347624,0.024342376,0.812927487,0.882966817,0.919911121,0.944966404
r.VAAarea.VSCedge_length_total,0.909617149,0.909528034,0.020349895,0.852932166,0.896047796,0.924896222,0.960497039
r.VAAarea.VSCfree_volume,0.882478124,0.884523294,0.035315199,0.793684157,0.857003249,0.910000073,0.962165224
r.VAAarea.VSCmodified_volume,0.944270309,0.945281233,0.013601928,0.898487093,0.935287537,0.95505798,0.972967631
r.VAAarea.VSCnfaces,0.023191073,0.022754029,0.062538511,-0.13147552,-0.011655214,0.063862181,0.195231189
r.VAAarea.VSCvolume,0.945156316,0.946003867,0.013808942,0.899425876,0.936343849,0.956522272,0.97341392
r.VAAarea.wcnAA,-0.862112883,-0.869217128,0.04020375,-0.936611212,-0.894992919,-0.836120289,-0.723384182
r.VAAarea.wcnC,-0.759303578,-0.762739787,0.0385557,-0.840629853,-0.785981896,-0.740541961,-0.606523946
r.VAAarea.wcnCA,-0.810585508,-0.810873109,0.037879676,-0.890366945,-0.837482383,-0.788627928,-0.691962862
r.VAAarea.wcnCB,-0.859412064,-0.863153958,0.036863105,-0.933674908,-0.886108532,-0.835334659,-0.731558967
r.VAAarea.wcnN,-0.716463802,-0.717628929,0.040730265,-0.831885856,-0.740790718,-0.69255489,-0.60912725
r.VAAarea.wcnO,-0.749894014,-0.753631782,0.038246161,-0.822307328,-0.774768108,-0.730690603,-0.582583341
r.VAAarea.wcnSC,-0.867767354,-0.872991539,0.037428521,-0.93997797,-0.898160402,-0.844008784,-0.740892937
r.VAAeccentricity.VAAedge_length_total,0.907781228,0.909851715,0.0262829,0.822784458,0.888946267,0.927737764,0.962534584
r.VAAeccentricity.VAAfree_volume,0.928300811,0.929865955,0.018642246,0.874236552,0.916581696,0.942306845,0.964655077
r.VAAeccentricity.VAAmodified_volume,0.923015811,0.926328901,0.020408836,0.845647792,0.908730575,0.937717225,0.961470421
r.VAAeccentricity.VAAnfaces,0.020376218,0.024327537,0.063541045,-0.160546983,-0.016819715,0.06161931,0.21996543
r.VAAeccentricity.VAAvolume,0.924604057,0.927828672,0.021076546,0.845972583,0.909927137,0.939644194,0.964098232
r.VAAeccentricity.VCAarea,0.899158117,0.898875007,0.015146354,0.852985334,0.888005406,0.908403641,0.934889629
r.VAAeccentricity.VCAeccentricity,0.909924972,0.910689293,0.014086159,0.865301513,0.90016766,0.920034224,0.940817217
r.VAAeccentricity.VCAedge_length_total,0.875278885,0.876459429,0.019846078,0.832706021,0.860347945,0.888056113,0.924743247
r.VAAeccentricity.VCAfree_volume,0.871671046,0.873922851,0.021657879,0.818401778,0.855933698,0.885512028,0.921337175
r.VAAeccentricity.VCAmodified_volume,0.889948125,0.890904847,0.016595379,0.841848102,0.877922434,0.900375545,0.928150152
r.VAAeccentricity.VCAnfaces,-0.034111117,-0.02885117,0.069733833,-0.212756327,-0.075751785,0.013206833,0.135401133
r.VAAeccentricity.VCAvolume,0.891985771,0.892659718,0.0166484,0.846950552,0.879844012,0.902797811,0.929874774
r.VAAeccentricity.VSCarea,0.90507414,0.908106121,0.023066207,0.834943639,0.889684422,0.921411155,0.946011705
r.VAAeccentricity.VSCeccentricity,0.887274043,0.887240519,0.032421766,0.770841652,0.863921112,0.912781926,0.957921313
r.VAAeccentricity.VSCedge_length_total,0.865974566,0.867922018,0.030910901,0.775675163,0.845135906,0.888694547,0.923140932
r.VAAeccentricity.VSCfree_volume,0.887468946,0.892855671,0.025543417,0.811617542,0.870732685,0.90668734,0.940242329
r.VAAeccentricity.VSCmodified_volume,0.89378948,0.897240696,0.023902154,0.822713,0.877952329,0.910247635,0.939078579
r.VAAeccentricity.VSCnfaces,-0.014280549,-0.011352822,0.062485192,-0.172551526,-0.051819126,0.023380691,0.201204374
r.VAAeccentricity.VSCvolume,0.895330168,0.898578787,0.024461298,0.823566933,0.879112346,0.913227631,0.940495209
r.VAAeccentricity.wcnAA,-0.804111074,-0.807969808,0.040089562,-0.880612604,-0.834610198,-0.778144361,-0.655463397
r.VAAeccentricity.wcnC,-0.701285118,-0.703686625,0.039634918,-0.777787092,-0.727044616,-0.680840227,-0.538280721
r.VAAeccentricity.wcnCA,-0.760822519,-0.762279482,0.036999025,-0.834230222,-0.789405357,-0.738997191,-0.629830371
r.VAAeccentricity.wcnCB,-0.818308487,-0.822734191,0.035652772,-0.887080886,-0.844394038,-0.796154773,-0.679102779
r.VAAeccentricity.wcnN,-0.660773533,-0.662135527,0.04300106,-0.762492156,-0.690470571,-0.634575112,-0.553123487
r.VAAeccentricity.wcnO,-0.692335568,-0.6957432,0.039630745,-0.771646672,-0.719254141,-0.671528813,-0.492995529
r.VAAeccentricity.wcnSC,-0.829688384,-0.836276004,0.036002694,-0.913598741,-0.855433987,-0.807720697,-0.691120125
r.VAAedge_length_total.VAAfree_volume,0.916216845,0.917307295,0.026405815,0.833420926,0.896593092,0.936361262,0.973260907
r.VAAedge_length_total.VAAmodified_volume,0.978074719,0.978275619,0.004272599,0.96632293,0.975317631,0.980748279,0.988039452
r.VAAedge_length_total.VAAnfaces,0.217260257,0.229247747,0.073874097,0.013341018,0.173295996,0.266125375,0.409228599
r.VAAedge_length_total.VAAvolume,0.979978536,0.980332381,0.0048117,0.96675022,0.977063019,0.983326305,0.991903041
r.VAAedge_length_total.VCAarea,0.880771089,0.881137768,0.018998882,0.825419005,0.867183239,0.892651764,0.931891761
r.VAAedge_length_total.VCAeccentricity,0.869426165,0.872160204,0.018759711,0.819250672,0.855389206,0.883044118,0.915225876
r.VAAedge_length_total.VCAedge_length_total,0.878767671,0.881410496,0.020184695,0.821593209,0.862398436,0.894044028,0.933875687
r.VAAedge_length_total.VCAfree_volume,0.813514067,0.816409363,0.038151858,0.708499668,0.789364511,0.840579179,0.898597298
r.VAAedge_length_total.VCAmodified_volume,0.880792567,0.881462023,0.018426545,0.829251412,0.867821873,0.893527029,0.931490327
r.VAAedge_length_total.VCAnfaces,0.06089498,0.066427828,0.073612466,-0.125286346,0.013812303,0.112898483,0.216268671
r.VAAedge_length_total.VCAvolume,0.883001615,0.88458818,0.018588921,0.829836294,0.870066941,0.896607875,0.932323262
r.VAAedge_length_total.VSCarea,0.918437733,0.918756392,0.018441242,0.866149286,0.904588088,0.931734046,0.961096341
r.VAAedge_length_total.VSCeccentricity,0.877995361,0.879634228,0.028991058,0.786881579,0.857517099,0.89810166,0.940332353
r.VAAedge_length_total.VSCedge_length_total,0.923551013,0.925045351,0.016864587,0.874065615,0.910791012,0.934084091,0.967854433
r.VAAedge_length_total.VSCfree_volume,0.851018341,0.850880571,0.039815456,0.740102789,0.820994319,0.88070785,0.9406563
r.VAAedge_length_total.VSCmodified_volume,0.920999929,0.921364585,0.016630711,0.877949343,0.909296273,0.933343505,0.965036436
r.VAAedge_length_total.VSCnfaces,0.135233172,0.136186006,0.067083248,-0.030212603,0.09892706,0.177378942,0.310073829
r.VAAedge_length_total.VSCvolume,0.922598596,0.922746348,0.017096045,0.878999276,0.910203913,0.93480413,0.96633705
r.VAAedge_length_total.wcnAA,-0.804569893,-0.810172309,0.046652163,-0.901025827,-0.841081972,-0.770840951,-0.658725
r.VAAedge_length_total.wcnC,-0.691862396,-0.691086812,0.040393573,-0.792355681,-0.721785245,-0.666296573,-0.555643298
r.VAAedge_length_total.wcnCA,-0.74420913,-0.747086387,0.042034101,-0.842875846,-0.775658634,-0.718177588,-0.623323601
r.VAAedge_length_total.wcnCB,-0.799530975,-0.802484572,0.043072059,-0.903140937,-0.829603786,-0.769509124,-0.667234932
r.VAAedge_length_total.wcnN,-0.647469314,-0.648117697,0.040977327,-0.770838606,-0.670897737,-0.621960176,-0.553951778
r.VAAedge_length_total.wcnO,-0.687148096,-0.691067924,0.039321694,-0.780582618,-0.71472452,-0.665431245,-0.535520856
r.VAAedge_length_total.wcnSC,-0.809589539,-0.815180421,0.044100492,-0.914360346,-0.840570837,-0.780407068,-0.676199526
r.VAAfree_volume.VAAmodified_volume,0.934006181,0.934549861,0.024805909,0.859709222,0.915924926,0.950935341,0.989645948
r.VAAfree_volume.VAAnfaces,0.031744387,0.033900601,0.069698449,-0.136168736,-0.010579411,0.078323822,0.20696802
r.VAAfree_volume.VAAvolume,0.933874228,0.934447289,0.024717685,0.859792739,0.915849269,0.950737652,0.988601101
r.VAAfree_volume.VCAarea,0.899378186,0.900512456,0.018730405,0.84340108,0.886373992,0.912460061,0.938920535
r.VAAfree_volume.VCAeccentricity,0.873552752,0.875752244,0.019623794,0.807393994,0.859826198,0.889385655,0.909027164
r.VAAfree_volume.VCAedge_length_total,0.870633451,0.870549856,0.023568007,0.790595124,0.853672165,0.888990263,0.922656437
r.VAAfree_volume.VCAfree_volume,0.918931483,0.919904815,0.013509913,0.8750905,0.909228231,0.928395352,0.953220719
r.VAAfree_volume.VCAmodified_volume,0.891174075,0.892658912,0.021114049,0.825966857,0.875402998,0.90704598,0.937491739
r.VAAfree_volume.VCAnfaces,-0.044027311,-0.04096949,0.072726845,-0.224929897,-0.092145767,0.004714116,0.125500098
r.VAAfree_volume.VCAvolume,0.891616853,0.892678663,0.021064172,0.826441446,0.875829747,0.9077109,0.938335169
r.VAAfree_volume.VSCarea,0.916833592,0.9169224,0.024450224,0.847563519,0.901954306,0.93507837,0.970911801
r.VAAfree_volume.VSCeccentricity,0.901953599,0.904171435,0.022846197,0.821937668,0.886502379,0.919868579,0.944469532
r.VAAfree_volume.VSCedge_length_total,0.879464168,0.880356312,0.030076909,0.787719453,0.860013724,0.900437065,0.951418243
r.VAAfree_volume.VSCfree_volume,0.95039459,0.951656348,0.011318334,0.919775066,0.943008358,0.95813932,0.974791041
r.VAAfree_volume.VSCmodified_volume,0.910458618,0.91003715,0.026115689,0.832161306,0.893439927,0.929537685,0.970281805
r.VAAfree_volume.VSCnfaces,0.014342039,0.01364156,0.066146587,-0.162181676,-0.029405722,0.056974623,0.187692217
r.VAAfree_volume.VSCvolume,0.910390939,0.910043274,0.026003109,0.832697115,0.893265795,0.929231913,0.968622138
r.VAAfree_volume.wcnAA,-0.824009434,-0.825908288,0.048638145,-0.915498346,-0.859862454,-0.791376973,-0.670389056
r.VAAfree_volume.wcnC,-0.725129471,-0.728704991,0.041682577,-0.836400938,-0.754215982,-0.699044684,-0.594482464
r.VAAfree_volume.wcnCA,-0.777112109,-0.778964701,0.043222122,-0.881365104,-0.80882176,-0.746416701,-0.646713364
r.VAAfree_volume.wcnCB,-0.82819603,-0.833470936,0.04437075,-0.930517837,-0.861488167,-0.796221788,-0.686242123
r.VAAfree_volume.wcnN,-0.679673262,-0.678287455,0.043016707,-0.804959001,-0.706731328,-0.653486945,-0.576485857
r.VAAfree_volume.wcnO,-0.719303261,-0.719786369,0.039787645,-0.820445063,-0.747616946,-0.693322015,-0.569027616
r.VAAfree_volume.wcnSC,-0.839019263,-0.846015651,0.044679762,-0.928704957,-0.870318484,-0.813993404,-0.695042145
r.VAAmodified_volume.VAAnfaces,0.110974121,0.121964265,0.073123087,-0.103859288,0.065267709,0.157930456,0.31081934
r.VAAmodified_volume.VAAvolume,0.999030161,0.999215352,0.000619741,0.995949058,0.998730221,0.99945923,0.999845104
r.VAAmodified_volume.VCAarea,0.91564171,0.915531625,0.013465047,0.881106031,0.90595515,0.926212438,0.945618583
r.VAAmodified_volume.VCAeccentricity,0.893231985,0.894754564,0.014810134,0.834324733,0.882911245,0.903761311,0.923990239
r.VAAmodified_volume.VCAedge_length_total,0.893925782,0.8942351,0.016987728,0.852517979,0.881319194,0.906401803,0.937303527
r.VAAmodified_volume.VCAfree_volume,0.843056948,0.845714525,0.034454267,0.74618394,0.819988312,0.865461733,0.922725413
r.VAAmodified_volume.VCAmodified_volume,0.91534011,0.916352034,0.013942023,0.882537213,0.906982485,0.926088271,0.949089444
r.VAAmodified_volume.VCAnfaces,0.002334485,0.007811677,0.075527597,-0.197567388,-0.049229567,0.053128027,0.186031271
r.VAAmodified_volume.VCAvolume,0.915323555,0.916181257,0.013711901,0.883027415,0.906747932,0.925292164,0.947122044
r.VAAmodified_volume.VSCarea,0.943092245,0.942823204,0.013862946,0.905311851,0.934804685,0.953473681,0.975058815
r.VAAmodified_volume.VSCeccentricity,0.891297415,0.891933571,0.02519406,0.804522096,0.874457258,0.911736255,0.939340422
r.VAAmodified_volume.VSCedge_length_total,0.915882568,0.917436478,0.018099858,0.863582906,0.903343215,0.929262621,0.964373378
r.VAAmodified_volume.VSCfree_volume,0.869468258,0.872133927,0.039091607,0.77322533,0.841705709,0.898424409,0.959427223
r.VAAmodified_volume.VSCmodified_volume,0.943556655,0.944351347,0.014375481,0.897863731,0.935310945,0.954353707,0.978590874
r.VAAmodified_volume.VSCnfaces,0.056620894,0.056944096,0.066382473,-0.117381224,0.014465903,0.09514716,0.244376569
r.VAAmodified_volume.VSCvolume,0.943013168,0.943981928,0.014144834,0.898119475,0.934872562,0.953654841,0.976639953
r.VAAmodified_volume.wcnAA,-0.845464673,-0.850342726,0.043067702,-0.930345587,-0.877000579,-0.82083478,-0.703952939
r.VAAmodified_volume.wcnC,-0.735921532,-0.739204201,0.039769677,-0.830709297,-0.762970889,-0.713816847,-0.607603131
r.VAAmodified_volume.wcnCA,-0.788860598,-0.789982133,0.040308388,-0.877819425,-0.816424357,-0.76585948,-0.665905202
r.VAAmodified_volume.wcnCB,-0.840424389,-0.845557946,0.040170875,-0.929265951,-0.870818045,-0.818030889,-0.709624408
r.VAAmodified_volume.wcnN,-0.691906719,-0.694730395,0.042081827,-0.823517187,-0.717399353,-0.666393347,-0.595024514
r.VAAmodified_volume.wcnO,-0.728583617,-0.732502808,0.039022184,-0.812582383,-0.757261126,-0.706503593,-0.583876384
r.VAAmodified_volume.wcnSC,-0.848753271,-0.852427064,0.041046494,-0.926760031,-0.879035494,-0.822795452,-0.713693827
r.VAAnfaces.VAAvolume,0.122213056,0.13290628,0.07199256,-0.091429393,0.077707181,0.167888435,0.317223402
r.VAAnfaces.VCAarea,-0.023135036,-0.018878986,0.062697889,-0.182495967,-0.063063246,0.019339665,0.127009809
r.VAAnfaces.VCAeccentricity,0.004914626,0.011527761,0.065464292,-0.162413321,-0.03495133,0.044065192,0.148823431
r.VAAnfaces.VCAedge_length_total,0.062629881,0.071200978,0.065892217,-0.099109547,0.011761715,0.106959486,0.213776094
r.VAAnfaces.VCAfree_volume,-0.057313238,-0.056048894,0.062350241,-0.225058372,-0.09485759,-0.012412288,0.104891601
r.VAAnfaces.VCAmodified_volume,0.004312415,0.011679594,0.065922292,-0.150523492,-0.042235049,0.050784691,0.163195367
r.VAAnfaces.VCAnfaces,0.566873564,0.565752035,0.047751991,0.445554344,0.532233162,0.599581826,0.722300317
r.VAAnfaces.VCAvolume,0.014459611,0.019726836,0.065576514,-0.14366946,-0.030617634,0.059217437,0.170536249
r.VAAnfaces.VSCarea,0.02743143,0.032691157,0.067723678,-0.147078013,-0.011333255,0.074004,0.220024079
r.VAAnfaces.VSCeccentricity,0.009107114,0.010522655,0.065388069,-0.185124596,-0.030228841,0.052709908,0.208167079
r.VAAnfaces.VSCedge_length_total,0.161845919,0.165531619,0.071645912,-0.047248925,0.123947273,0.209719745,0.332708994
