"","contact_orderSC","mean.betas","mean.bfSC","mean.BSS","mean.ddgent","mean.ESS","mean.GSS","mean.hbdif","mean.hbe","mean.helix","mean.hpshh","mean.HSS","mean.ISS","mean.LSS","mean.nhbas","mean.nhbon","mean.nhbpa.dif","mean.nhbps","mean.r4sJC","mean.rsa","mean.seqent","mean.SSS","mean.TSS","mean.varea","mean.veccentricity","mean.vedge","mean.vnfaces","mean.vnfacescc","mean.vsphericity","mean.vsphericitycc","mean.vsphericitym","mean.vvolume","mean.wcnSC","median.bfSC","median.ddgent","median.hbe","median.hpshh","median.r4sJC","median.rsa","median.seqent","median.varea","median.veccentricity","median.vedge","median.vnfaces","median.vnfacescc","median.vsphericity","median.vsphericitycc","median.vsphericitym","median.vvolume","median.wcnSC","natoms","nchain","nres","nseq","r.bfSC.ddgent","r.bfSC.hbe","r.bfSC.hpshh","r.bfSC.r4sJC","r.bfSC.rsa","r.bfSC.seqent","r.bfSC.varea","r.bfSC.veccentricity","r.bfSC.vedge","r.bfSC.vnfaces","r.bfSC.vsphericity","r.bfSC.vsphericitym","r.bfSC.vvolume","r.bfSC.wcnSC","r.ddgent.hbe","r.ddgent.hpshh","r.ddgent.r4sJC","r.ddgent.rsa","r.ddgent.seqent","r.ddgent.varea","r.ddgent.veccentricity","r.ddgent.vedge","r.ddgent.vnfaces","r.ddgent.vsphericity","r.ddgent.vsphericitym","r.ddgent.vvolume","r.ddgent.wcnSC","r.hbe.hpshh","r.hbe.r4sJC","r.hbe.rsa","r.hbe.seqent","r.hbe.varea","r.hbe.veccentricity","r.hbe.vedge","r.hbe.vnfaces","r.hbe.vsphericity","r.hbe.vsphericitym","r.hbe.vvolume","r.hbe.wcnSC","r.hpshh.r4sJC","r.hpshh.rsa","r.hpshh.seqent","r.hpshh.varea","r.hpshh.veccentricity","r.hpshh.vedge","r.hpshh.vnfaces","r.hpshh.vsphericity","r.hpshh.vsphericitym","r.hpshh.vvolume","r.hpshh.wcnSC","r.r4sJC.rsa","r.r4sJC.seqent","r.r4sJC.varea","r.r4sJC.veccentricity","r.r4sJC.vedge","r.r4sJC.vnfaces","r.r4sJC.vsphericity","r.r4sJC.vsphericitym","r.r4sJC.vvolume","r.r4sJC.wcnSC","r.rsa.seqent","r.rsa.varea","r.rsa.veccentricity","r.rsa.vedge","r.rsa.vnfaces","r.rsa.vsphericity","r.rsa.vsphericitym","r.rsa.vvolume","r.rsa.wcnSC","r.seqent.varea","r.seqent.veccentricity","r.seqent.vedge","r.seqent.vnfaces","r.seqent.vsphericity","r.seqent.vsphericitym","r.seqent.vvolume","r.seqent.wcnSC","r.varea.veccentricity","r.varea.vedge","r.varea.vnfaces","r.varea.vsphericity","r.varea.vsphericitym","r.varea.vvolume","r.varea.wcnSC","r.veccentricity.vedge","r.veccentricity.vnfaces","r.veccentricity.vsphericity","r.veccentricity.vsphericitym","r.veccentricity.vvolume","r.veccentricity.wcnSC","r.vedge.vnfaces","r.vedge.vsphericity","r.vedge.vsphericitym","r.vedge.vvolume","r.vedge.wcnSC","r.vnfaces.vsphericity","r.vnfaces.vsphericitym","r.vnfaces.vvolume","r.vnfaces.wcnSC","r.vsphericity.vsphericitym","r.vsphericity.vvolume","r.vsphericity.wcnSC","r.vsphericitym.vvolume","r.vsphericitym.wcnSC","r.vvolume.wcnSC","sd.bfSC","sd.ddgent","sd.hbe","sd.hpshh","sd.r4sJC","sd.rsa","sd.seqent","sd.varea","sd.veccentricity","sd.vedge","sd.vnfaces","sd.vnfacescc","sd.vsphericity","sd.vsphericitycc","sd.vsphericitym","sd.vvolume","sd.wcnSC","sres","sum.betas","sum.bfSC","sum.BSS","sum.ddgent","sum.ESS","sum.GSS","sum.hbdif","sum.hbe","sum.helix","sum.hpshh","sum.HSS","sum.ISS","sum.LSS","sum.nhbas","sum.nhbon","sum.nhbpa.dif","sum.nhbps","sum.r4sJC","sum.rsa","sum.seqent","sum.SSS","sum.TSS","sum.varea","sum.veccentricity","sum.vedge","sum.vnfaces","sum.vnfacescc","sum.vsphericity","sum.vsphericitycc","sum.vsphericitym","sum.vvolume","sum.wcnSC"
"r.bfSC.hpshh",0.000188532284070675,0.125376856290348,0.304468546038531,0.230392944143743,1.77695680880774e-06,0.126404735101886,0.584397718939418,0.0024064481081314,0.00141528060153728,0.982367891455429,7.16925961707915e-07,0.963712874199788,0.802468594899499,0.253188260034082,0.519061334215856,0.0169903568835068,0.505525402795982,0.723049949341816,0.414646684563931,1.19736156101169e-07,0.229651613162802,0.000178939498667097,0.120232560836034,2.28828076487275e-08,3.0454300548044e-07,3.01454199380657e-08,8.1081625646906e-06,2.06671247515722e-06,3.83814408055905e-06,0.00011460666589258,2.17500614363431e-06,1.86406703406305e-08,7.91226595353578e-09,0.643662912504657,5.26627665919932e-08,0.0028090876611333,0.0699287811369818,0.95909899912252,2.06898994825622e-07,0.250457052040946,5.63839797074195e-09,9.7719320191203e-08,1.98999643430398e-08,3.9503917842687e-05,0.035146507643264,4.4224464086362e-06,0.000362740468923928,1.97741291785292e-06,1.2275900296288e-09,1.48718513059976e-08,1.61114546992636e-06,0.909131241908851,5.28596538540427e-07,0.794416083019151,1.29072512751183e-05,0.0125694129590492,0,1,1,1,1,1,0.24142325245557,1,1,0.292813230097781,1,1,1,2.38740328173392e-07,1,1,1,1,1,1,1,1,0.249744150134537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.65092742038442e-06,1.58282276174759e-11,3.6044402573765e-08,0,3.7666190166874e-09,7.93853871527972e-12,1,0.00256082209848962,3.54736240382181e-11,0,0,1,1,1,1,1,1,1,1,1,1,1,0.00951117636456722,0.722619846097944,0.000258895511435764,1,1,1,0.000768954810643985,1,1,1,1,1,1,1,1,1,0.00296064404530227,0.0129886251419098,1,1,4.91394913808563e-05,0.433959420345467,0.112758458465429,0.00155761882777661,1,1,0.025591494961382,0.00133535721366407,0.220019722906004,1,1,0.000293477703813494,0.153565098607984,0.0139838538500507,1,1,1,1,0.0271650628855689,1,1,7.94496795464283e-05,0.0576640590561439,0.0295803897061262,1,1,1,1,1,0.293590522623732,1,0.00453119332678664,0.307053194237328,0.00740087004871004,1,1,1,1,0.0608513040751468,0.00585986455974918,0.00843333933486901,1,1,1,1,0.0169847521734854,1,1,0.174278369193603,0.0565561735977931,1,0.21209194605825,1,1,0.00431624430332844,1,0.0470292442258113,1,1,0.00163271403657905,0.0405595808255688,0.00442747997284476,8.67558144026503e-05,0.0031281125319147,0.0102894037904151,0.00980531626247849,0.0105555122361629,0.00930605411259222,0.00859356794183697,0.00764802271682896,0.00683550959299062,0.0076483711390356,0.0113901410874417,0.00214933214988289
"r.bfSC.r4sJC",0.496100699575384,0.264433122579212,6.51854020095044e-07,0.396745054073409,0.000406595558693601,0.2493155843411,0.00606095190736911,0.446740251883912,0.721598297540107,0.615054985280153,0.656624542654831,0.971106793698316,0.271760909531245,0.815750366057521,0.412675003473434,0.432848837069946,0.965346247162114,0.895707965647878,0.0200389282967128,0.0189054092768808,0.0472002312053308,0.951860674309055,0.0094455390417465,0.104755995083999,0.201968464392029,0.0784615613488207,0.926029667591498,0.951778137168444,0.204620828542144,0.196507985223221,0.354317186581691,0.0961703479293363,0.18067907118448,5.35030193482555e-08,0.00880926261543946,0.451324821390366,0.277877195229635,0.00832578479531287,0.0542332333993518,0.0378319439776067,0.0340423823300551,0.060782312807643,0.0177315512480871,0.839307664984958,0.790320136198063,0.230086348817422,0.151007254210827,0.192170858441461,0.0372736825752242,0.211094447553075,0.778475751887002,0.465379421946911,0.771237554613432,0.0116828007809553,7.00250968321825e-11,0.598590127617379,0.209980089446996,0,5.11761744093064e-11,0,0,0,3.97637478499746e-12,1,2.36930475239205e-11,2.98623792360786e-09,0,0,1,1,2.36930475239205e-11,1,4.09729622763422e-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3.97637478499746e-12,3.77407474161373e-08,7.56253726308387e-10,1,2.65939270605031e-10,2.19112934685128e-07,7.93853871527972e-12,2.36930475239205e-11,5.81367902263707e-07,1,1,1,1,1,1,1,1,5.16312944949249e-05,0.00996220046366592,0.00254191673462323,1,1.34132182527669e-05,0.00273821550445064,9.59711306984801e-05,0.00015626399000368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0954547276409201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.rsa",0.0121704621413219,0.2524726863174,3.57954839991237e-07,0.133716821807929,0.000162137299758225,0.310933668688525,0.0567851262312176,0.120814105963555,0.594249744980271,0.100360621940252,0.968539043122828,0.030178486900954,0.412489856639028,0.181303556189363,0.675801813473672,0.441336273036105,0.815074209993909,0.487222362466966,0.0107536222185725,0.316012398326333,0.0106579310042161,0.406963665566924,0.120733521467473,0.52783366054593,0.247162563478794,0.590550151636974,0.0405514330756149,0.0242331963039595,0.094281672191596,0.0660416669698209,0.0978218645387026,0.606190218718116,0.374654792460877,1.35158898295629e-07,0.0152478337031714,0.675852149746039,0.143129100155934,0.000573574886020278,0.492362056767546,0.0113732848316201,0.891638041760535,0.597789165929025,0.881537290331958,0.11601403538451,0.346867870324243,0.20188115429781,0.952402495597542,0.144666245876945,0.850926474146881,0.306347565412457,0.0113097266344797,0.148777050498525,0.0162416348157908,0.944917229025605,0,1.96383500572495e-08,0.000406382641970016,2.88657986402541e-15,0,1.61289043276724e-06,0,0,0,1,0,0,0,0,1,1,0.218845535756322,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905743055842868,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00379405136775546,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0874190885798187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.40501962567308e-07,1,0.00422589722354427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.seqent",0.124160733781236,0.758186363226727,7.6749480354632e-05,0.738242659541032,0.0452563329943729,0.725672806276886,0.00438922453964974,0.988636552446417,0.798500310076149,0.860696862439601,0.658948896044734,0.80141202213421,0.385773968163258,0.303886575772536,0.420768609828306,0.683006840916541,0.531930159815863,0.185507280670417,0.0165369990093649,0.531314336579187,0.279179712776515,0.718549749775301,0.04787153759673,0.639467257437982,0.409660088009311,0.701895796513547,0.15773532365971,0.102405381136295,0.394945821405147,0.519458689532406,0.355489937184018,0.673149466624599,0.506480191277131,1.40141840831998e-05,0.258102388117174,0.961538019865359,0.375052895368764,0.1230575300237,0.841598259609456,0.348187945369445,0.965587563341173,0.703999067461146,0.759171888047825,0.555280644980603,0.383632851755924,0.330760373349145,0.913508410763762,0.424792009199603,0.950266313270052,0.434133686990377,0.154081877372361,0.834092624565071,0.150145890958211,0.00153925064040661,8.99689709399354e-08,0.379679432840783,0.772223107353273,0,9.49764711322132e-11,0,7.80459230576014e-08,1.77644778887043e-08,2.93467929957103e-08,1,0.000144136777262105,7.9752190715876e-06,2.15713669149409e-08,7.53370321682212e-08,1,1,1.58282276174759e-11,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.655332308469019,1,1,1,1,1,1,1,1,0,0.144484374970558,0,7.93853871527972e-12,0,1,1.17745813099646e-10,1.56754609292875e-10,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.905207582344122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.varea",0.00739634307012782,0.218376643156634,1.42971977523665e-06,0.292627151232841,0.00194551026444012,0.250777069441456,0.0498870656603438,0.555712369440323,0.223200098824449,0.218839121727229,0.619082234680151,0.0847796238900078,0.493625270289366,0.399876701052798,0.899396744323593,0.824373220226603,0.87017491534544,0.635624883599679,0.0248204614161733,0.310815857730679,0.00853016580005983,0.755325934782547,0.180309759835839,0.658012028609918,0.35246938803412,0.752190907771637,0.0630587679366583,0.0390987905791826,0.283423512543407,0.329217131957382,0.207935514484904,0.722589089615461,0.486486817688215,8.56265378157417e-07,0.03822709312051,0.287818097811896,0.120830423961497,0.00161777892586357,0.429902880671848,0.00887802344401778,0.917510046016328,0.902938053232268,0.634784380288693,0.0716963135595685,0.300787323644572,0.420487335521662,0.468374826514163,0.365280259641923,0.753625701082147,0.416023676577472,0.0320583882499346,0.0974069942714237,0.0378757489453978,0.84888650511179,0,0.000187820069879496,0.000427842847522841,0,0,4.52571313758199e-12,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.397813846246864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.48919494513677e-07,1,0.03616876129428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.veccentricity",0.00733937452887412,0.403630682648378,2.68259401936533e-06,0.358671493709647,0.00328655459739569,0.434392253579243,0.00997876287502697,0.328282778774021,0.542928351602016,0.288127297375113,0.548611739269944,0.0877295151914694,0.65532237070191,0.563105016467856,0.994988592581223,0.715839097989643,0.728072046597271,0.960197174313007,0.0175144247202073,0.411016545653129,0.0140526719968201,0.869268638751426,0.03544668531831,0.416121360266655,0.219698223128665,0.4638823511721,0.0407755481874865,0.0198794896299392,0.0902188895350018,0.0748242875869201,0.140503231266226,0.485385343204253,0.311341133622532,2.00836371266888e-06,0.073075954588556,0.667937858556444,0.123557033722003,0.000992696897177847,0.657181972702458,0.0113557428269926,0.796151965867879,0.522099279419997,0.959294672686494,0.0526314560018042,0.211749920515546,0.179462235251253,0.961974135245233,0.140421221393332,0.971852458250438,0.26170635116721,0.0184117324461881,0.118602996325984,0.0223149608475883,0.628759896213578,0,0.000911306295111824,0.000517613256784566,0,0,1.02318153949454e-12,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.321751432493757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.44263519818999e-05,1,0.0342912993710298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.vedge",0.000545986050010328,0.245784498479577,1.27980905006986e-06,0.449610657556741,0.0182201396551114,0.274678311062536,0.0568959429453342,0.745937881744036,0.148232359517547,0.257072828466331,0.520323665559619,0.10151720232272,0.571167317881836,0.65995369980621,0.985689897320853,0.893131305226969,0.840379093296979,0.810247989818822,0.00502615469563406,0.917015347437074,0.0275574595396115,0.569383429226565,0.195652113913819,0.0808197779386464,0.0241129005441851,0.102766848421342,0.00200488254520081,0.00125317494473531,0.0176733615932279,0.0333101290369684,0.0113739117732319,0.0993469614263123,0.0536132488242589,5.23556057840935e-07,0.251876007822589,0.184366151460375,0.176207133007254,0.000624185601313165,0.671092030833548,0.0241092801152598,0.215291750121266,0.136051744672611,0.466797428316761,0.0063951324542284,0.100097595279431,0.0228993724915085,0.837973983727343,0.0182846408249597,0.348051639098943,0.0405570702721136,0.000836292798491289,0.103291645553969,0.00110030553380946,0.552489588759409,0,0.00133285922758186,1.5846619787041e-05,2.22044604925031e-16,0,1.69331215715829e-12,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00908109206578356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0577399858407848,1,1,1,1,1,1,1,1,1,1,0.524574287420563,1,1,1,1,1,1,1,1,1,0.155649988962674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.50187600320851e-08,1,0.000149903189669232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818698290533257,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.vnfaces",0.00391926088985972,0.373747614659045,0.00934432325254386,0.811754894211612,0.232996956595475,0.30904517751421,0.465937564045956,0.854319103560194,0.914572307785724,0.877171474137644,0.0919908970458274,0.927590278727528,0.933903638744245,0.616776506411013,0.0295029470688259,0.698017057923546,0.0249365576989113,0.0439930612498345,0.244297973508582,0.992524703463437,0.14444096832785,0.796719737260871,0.795014389022425,0.118607567666884,0.041456069441657,0.13214883339831,0.00241802212704112,0.0246311130926458,0.225023887285805,0.154503363758094,0.00152336996894009,0.12329381201105,0.106791940247045,0.0473284160327756,0.384103097133018,0.768499980806425,0.270311807587464,0.0479715441159179,0.826505262388673,0.245870234907366,0.767672946276091,0.523231295463982,0.783494349515485,0.0668446488674115,0.270132737629308,0.220462681621948,0.0452398532765259,0.142513549719176,0.954719583704122,0.0759380586247285,0.00202988308017371,0.111607230574901,0.00234967154678545,0.557983712783476,0.0248501716874643,0.612518563356904,0.102417523630635,0.000944950750460194,0.00505472192675605,0.00125976768330793,0.00208264720309592,0.000512123405621345,0.0176383434623089,0,1,1,1,0.00107659054626197,1,1,1,1,1,1,1,1,4.31460446090881e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00632144282471803,1,1,1,1,1,1,1,1,1,0.315457575902603,1,1,1,1,1,1,1,1,2.7622490961221e-09,1,1,1,1,1,1,1,0.4232548146177,1,1,1,1,1,1,8.77283801159479e-09,1,1,1,1,1,7.64006635733949e-10,1,1,1,1,1.18242388822409e-05,1,1,1,1,0.000616962652710384,0.000438575064441782,4.68990712931827e-08,4.41559393493662e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.498429978872035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.vsphericity",0.871515096596963,0.79534982626858,2.93026413755726e-06,0.093875089787935,1.41301463929544e-06,0.879344333635152,0.000759334178946247,0.0350522692555251,0.447226913656649,0.417587767916142,0.800010853211613,0.157378736056272,0.632168990300118,0.0689348975213644,0.572376379187537,0.326811652630311,0.766739614988674,0.733688520320735,0.281486853753543,1.35053170668975e-05,0.0105436252556146,0.269048131214856,0.0780613617374708,0.00059204347329489,0.00217548686486269,0.000510543334785618,0.0122773753541225,0.0359159794248312,0.016368018341558,0.0414407586126022,0.00333776753359238,0.000380052843373502,0.00134830309667766,2.10763663410773e-06,6.88013755367756e-06,0.254363689072843,0.0688611174003335,0.0336023706093003,2.2081118750128e-05,0.014270063253125,9.35526706782319e-05,0.000178449603680964,0.00029776303217921,0.0856490366827556,0.046148087218163,0.00195374538884119,0.00240210428933718,0.00177948269019468,0.000131229691264556,0.00166217132120616,0.0382286885491698,0.0164178458116524,0.0367218778160712,0.851301020115544,0,0.000109769906688317,0.116414550201104,1.33226762955019e-15,0,8.71865335483335e-09,0,0,0,0.00100876998855126,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0410548735123668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0840018529411917,1,1,1,1,1,0.49798728158935,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.vsphericitym",0.000502190006337333,0.22022237758233,7.11676847386933e-06,0.23197313125474,0.0199321994388786,0.256785795799534,0.0250349371982996,0.196418807391662,0.641685478901072,0.099840814748178,0.343760591609247,0.0252461940559461,0.697915775128913,0.205270745297624,0.909452835016751,0.437047276813742,0.783833095640484,0.964151301945965,0.00442405227555787,0.999050503203212,0.014821726618274,0.809513735273698,0.131118805207813,0.0714450134065063,0.029190449281645,0.0821293511335579,0.00384431291868648,0.000886358844903068,0.00525312660753841,0.0127804423247342,0.0175923589657438,0.0995075560890217,0.0436690183058372,7.14944269564199e-06,0.238842731562928,0.745873503100049,0.135340644884537,0.000400822914409016,0.803646396517956,0.0142892052231351,0.281597037044864,0.151354148436498,0.406548141337653,0.00570364709875593,0.0366154836701331,0.0245458606741118,0.525425045277761,0.0164224466689968,0.428051015834876,0.0341689944529082,0.000998946298630399,0.0217296797830659,0.00110680408589436,0.928406544644611,0,9.17421942592256e-06,1.92944932853045e-05,1.70974345792274e-13,0,4.74235539726919e-10,0,0,0,8.07260045463387e-05,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0446274917362399,1,0.00125667764864978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.796403392277118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.283259447491994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.58965039762793e-05,1,0.0005843473142364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.734928357891416,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.vvolume",0.00483238840070799,0.243272091707969,1.38301406638064e-06,0.330518414499227,0.00268195552389372,0.278791772357637,0.0805315313599824,0.796581985325922,0.113939012820165,0.295856884413171,0.607491786877949,0.13519952477073,0.494008533811236,0.596901971842704,0.992238041342739,0.95678863473933,0.927844881133423,0.627183744935785,0.0152421582403801,0.407984331101399,0.0125509405981306,0.543008019410919,0.196385009542787,0.494796442212441,0.230078975579769,0.578221594865851,0.0324805707514133,0.0220508934165982,0.204085646636251,0.254026711177455,0.122724553306616,0.551426610403043,0.358943347688884,8.01315724885399e-07,0.0546391348490798,0.148843586546143,0.137540019992938,0.00118130175869458,0.573527836331112,0.0120215699450736,0.876263156886452,0.716284297831156,0.758337729826683,0.048022048807925,0.250093903949502,0.27811079036143,0.525560767175772,0.235430950237214,0.922968783132014,0.298921261753997,0.0169731328181411,0.103004426874665,0.0207300398378867,0.810194980322559,0,0.000634900406084382,0.000280240871708859,0,0,1.24344978758018e-12,0,0,0,0.00263978454809921,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.236375261287037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.96748002731806e-08,1,0.0127853671721891,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.bfSC.wcnSC",0.639399568714581,0.430553785851604,0.000101286996559757,0.194289938798115,0.000286374634772102,0.479207969789242,0.0887980409081932,0.434584061388495,0.457944906038742,0.279913090018255,0.795153313942488,0.157227940253471,0.214600057422798,0.688794099811398,0.980084404895395,0.933641326559181,0.959836089044017,0.72375850779788,0.0771578922802094,0.0189014977963899,0.00152892634393087,0.916827588660565,0.0166594027403413,0.194978038217203,0.402661999178304,0.183650595643789,0.945634143306581,0.75745346222288,0.580498932643301,0.800383210499889,0.518245094881942,0.167976618506979,0.263087942843026,0.000113907673149782,0.00275049053511278,0.531728892285672,0.164038690602272,0.00188662053130573,0.0499214403229433,0.00218374766830176,0.106423603761807,0.161638294561743,0.0863706964915651,0.60800725709338,0.732831416697552,0.366143787726227,0.14224424767996,0.436585033903109,0.0776643841080575,0.299009487719041,0.926097126872558,0.0101045864779243,0.983844384210563,0.844772255322747,0,0.00659558466931109,0.696535750721503,0,0,4.36761737887537e-12,0,0,0,6.6227272776942e-08,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000317388957185027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"r.ddgent.hbe",0.410633947433562,2.20412729090569e-06,0.249472547826182,0.442062813721955,0.00526986602268842,2.63895685970184e-07,0.686615767396515,0.0947423504060942,0.13870744457918,2.17308500194413e-06,0.940770808256796,3.9544697805205e-06,0.586770919743103,0.000522016914441537,5.76634600144565e-05,0.0102635516300786,0.000223234700324815,0.0527574950487808,0.348139260692045,0.000419561517762901,0.0209342190516055,0.524750958548446,0.966197311724066,0.0102826414323487,0.0617838064131786,0.0159981703971663,0.0798980028965337,0.023880890704751,0.0286474259901923,0.0322167471176638,0.0582174138950982,0.00978871890862676,0.00365001816827526,0.252552154415843,0.0153552030787139,0.156427671562938,0.293285238261862,0.166310872088196,0.00165412225359463,0.0270805462599937,0.00571507677263727,0.0096041203393924,0.0063496381575241,0.160506958919126,0.122186561228064,0.0194509756479833,0.0152770509840794,0.0211790174701225,0.00312863837208432,0.00473310835791496,0.00849758695278302,0.553800787363489,0.00718430462883024,0.0442001170058366,0.103585598339552,1.55431223447522e-14,0.239638461050067,0.173336523296022,0.413867217396785,0.19307944980717,0.587199596961454,0.996397952025849,0.569821650942987,0.1423167138842,0.913808084582526,0.398353638620932,0.664767303671909,0.938824602302568,0,1,1,1,1,1,1,1,1,1,0.547659592130595,1,0.342000364285838,0.0258679756201019,2.36930475239205e-11,0,6.71410660402216e-09,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0885798374649762,1,1,7.87412595815162e-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00130688457736738,1,0.00141169470056379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
